"eventID","occurrenceID","eventDate","scientificName","scientificNameID","verbatimIdentification","occurrenceStatus","basisOfRecord","individualCount","associatedTaxa","occurrenceRemarks","locality","higherGeography","taxonRank","kingdom","phylum","class","order","family","genus","countryCode"
"MC885_20140501_AT26144705047A","AT26-14-4705-047A_10",2014-05-01,"Tanaellidae","urn:lsid:marinespecies.org:taxname:244585, urn:lsid:itis.gov:itis_tsn: 621527","Tanaellidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block MC885","Gulf of Mexico | BOEM Lease Block MC885","Family","Animalia","Arthropoda","Malacostraca","Tanaidacea","Tanaellidae",,"US"
"MC885_20140501_AT26144705047B","AT26-14-4705-047B_1",2014-05-01,"Desmosomatidae","urn:lsid:marinespecies.org:taxname:118250, urn:lsid:itis.gov:itis_tsn: 92893","Desmosomatidae","present","HumanObservation",3,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block MC885","Gulf of Mexico | BOEM Lease Block MC885","Family","Animalia","Arthropoda","Malacostraca","Isopoda","Desmosomatidae",,"US"
"MC885_20140501_AT26144705047B","AT26-14-4705-047B_2",2014-05-01,"Maldanidae","urn:lsid:marinespecies.org:taxname:923, urn:lsid:itis.gov:itis_tsn: 67515","Maldanidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block MC885","Gulf of Mexico | BOEM Lease Block MC885","Family","Animalia","Annelida","Polychaeta",,"Maldanidae",,"US"
"MC885_20140501_AT26144705047B","AT26-14-4705-047B_3",2014-05-01,"Opheliidae","urn:lsid:marinespecies.org:taxname:924, urn:lsid:itis.gov:itis_tsn: 67342","Opheliidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block MC885","Gulf of Mexico | BOEM Lease Block MC885","Family","Animalia","Annelida","Polychaeta",,"Opheliidae",,"US"
"MC885_20140501_AT26144705047B","AT26-14-4705-047B_4",2014-05-01,"Ophiuroidea","urn:lsid:marinespecies.org:taxname:123084, urn:lsid:itis.gov:itis_tsn: 157325","Ophiuroidea","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block MC885","Gulf of Mexico | BOEM Lease Block MC885","Class","Animalia","Echinodermata","Ophiuroidea",,,,"US"
"MC885_20140501_AT26144705047B","AT26-14-4705-047B_5",2014-05-01,"Siboglinidae","urn:lsid:marinespecies.org:taxname:129096, urn:lsid:itis.gov:itis_tsn: 154462","Siboglinidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block MC885","Gulf of Mexico | BOEM Lease Block MC885","Family","Animalia","Annelida","Polychaeta","Sabellida","Siboglinidae",,"US"
"MC885_20140501_AT26144705047C","AT26-14-4705-047C_1",2014-05-01,"Capitellidae","urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413","Capitellidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block MC885","Gulf of Mexico | BOEM Lease Block MC885","Family","Animalia","Annelida","Polychaeta",,"Capitellidae",,"US"
"MC885_20140501_AT26144705047C","AT26-14-4705-047C_2",2014-05-01,"Gastropoda","urn:lsid:marinespecies.org:taxname:101, urn:lsid:itis.gov:itis_tsn: 69459","Gastropoda","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block MC885","Gulf of Mexico | BOEM Lease Block MC885","Class","Animalia","Mollusca","Gastropoda",,,,"US"
"MC885_20140501_AT26144705047C","AT26-14-4705-047C_3",2014-05-01,"Longosomatidae","urn:lsid:marinespecies.org:taxname:22608, urn:lsid:itis.gov:itis_tsn: 555676","Longosomatidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block MC885","Gulf of Mexico | BOEM Lease Block MC885","Family","Animalia","Annelida","Polychaeta","Terebellida","Longosomatidae",,"US"
"MC885_20140501_AT26144705047C","AT26-14-4705-047C_4",2014-05-01,"Phoxocephalidae","urn:lsid:marinespecies.org:taxname:101403, urn:lsid:itis.gov:itis_tsn: 94633","Phoxocephalidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block MC885","Gulf of Mexico | BOEM Lease Block MC885","Family","Animalia","Arthropoda","Malacostraca","Amphipoda","Phoxocephalidae",,"US"
"AT357_20140504_AT26144706058A","AT26-14-4706-058A_1",2014-05-04,"Capitellidae","urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413","Capitellidae","present","HumanObservation",2,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block AT357","Gulf of Mexico | BOEM Lease Block AT357","Family","Animalia","Annelida","Polychaeta",,"Capitellidae",,"US"
"AT357_20140504_AT26144706058A","AT26-14-4706-058A_2",2014-05-04,"Cirratulidae","urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116","Cirratulidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block AT357","Gulf of Mexico | BOEM Lease Block AT357","Family","Animalia","Annelida","Polychaeta","Terebellida","Cirratulidae",,"US"
"AT357_20140504_AT26144706058A","AT26-14-4706-058A_3",2014-05-04,"Dorvilleidae","urn:lsid:marinespecies.org:taxname:971, urn:lsid:itis.gov:itis_tsn: 66478","Dorvilleidae","present","HumanObservation",3,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block AT357","Gulf of Mexico | BOEM Lease Block AT357","Family","Animalia","Annelida","Polychaeta","Eunicida","Dorvilleidae",,"US"
"AT357_20140504_AT26144706058A","AT26-14-4706-058A_4",2014-05-04,"Naididae","urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854","Naididae","present","HumanObservation",4,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block AT357","Gulf of Mexico | BOEM Lease Block AT357","Family","Animalia","Annelida","Clitellata","Tubificida","Naididae",,"US"
"AT357_20140504_AT26144706058A","AT26-14-4706-058A_5",2014-05-04,"Nephtyidae","urn:lsid:marinespecies.org:taxname:956, urn:lsid:itis.gov:itis_tsn: 66010","Nephtyidae","present","HumanObservation",2,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block AT357","Gulf of Mexico | BOEM Lease Block AT357","Family","Animalia","Annelida","Polychaeta","Phyllodocida","Nephtyidae",,"US"
"AT357_20140504_AT26144706058A","AT26-14-4706-058A_6",2014-05-04,"Oedicerotidae","urn:lsid:marinespecies.org:taxname:101400, urn:lsid:itis.gov:itis_tsn: 94489","Oedicerotidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block AT357","Gulf of Mexico | BOEM Lease Block AT357","Family","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae",,"US"
"AT357_20140504_AT26144706058A","AT26-14-4706-058A_7",2014-05-04,"Paraonidae","urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659","Paraonidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block AT357","Gulf of Mexico | BOEM Lease Block AT357","Family","Animalia","Annelida","Polychaeta",,"Paraonidae",,"US"
"AT357_20140504_AT26144706058A","AT26-14-4706-058A_8",2014-05-04,"Prochaetodermatidae","urn:lsid:marinespecies.org:taxname:23102, urn:lsid:itis.gov:itis_tsn: 79104","Prochaetodermatidae","present","HumanObservation",5,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block AT357","Gulf of Mexico | BOEM Lease Block AT357","Family","Animalia","Mollusca","Caudofoveata","Chaetodermatida","Prochaetodermatidae",,"US"
"AT357_20140504_AT26144706058A","AT26-14-4706-058A_9",2014-05-04,"Sigalionidae","urn:lsid:marinespecies.org:taxname:943, urn:lsid:itis.gov:itis_tsn: 65072","Sigalionidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block AT357","Gulf of Mexico | BOEM Lease Block AT357","Family","Animalia","Annelida","Polychaeta","Phyllodocida","Sigalionidae",,"US"
"AT357_20140504_AT26144706058A","AT26-14-4706-058A_10",2014-05-04,"Trichobranchidae","urn:lsid:marinespecies.org:taxname:983, urn:lsid:itis.gov:itis_tsn: 68067","Trichobranchidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block AT357","Gulf of Mexico | BOEM Lease Block AT357","Family","Animalia","Annelida","Polychaeta","Terebellida","Trichobranchidae",,"US"
"AT357_20140504_AT26144706058B","AT26-14-4706-058B_1",2014-05-04,"Capitellidae","urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413","Capitellidae","present","HumanObservation",2,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block AT357","Gulf of Mexico | BOEM Lease Block AT357","Family","Animalia","Annelida","Polychaeta",,"Capitellidae",,"US"
"AT357_20140504_AT26144706058B","AT26-14-4706-058B_2",2014-05-04,"Hydrozoa","urn:lsid:marinespecies.org:taxname:1337, urn:lsid:itis.gov:itis_tsn: 48739","Hydrozoa","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block AT357","Gulf of Mexico | BOEM Lease Block AT357","Class","Animalia","Cnidaria","Hydrozoa",,,,"US"
"AT357_20140504_AT26144706058B","AT26-14-4706-058B_3",2014-05-04,"Longosomatidae","urn:lsid:marinespecies.org:taxname:22608, urn:lsid:itis.gov:itis_tsn: 555676","Longosomatidae","present","HumanObservation",1,"livesNear: Octocoral","within 1 meter of Octocoral","BOEM Lease Block AT357","Gulf of Mexico | BOEM Lease Block AT357","Family","Animalia","Annelida","Polychaeta","Terebellida","Longosomatidae",,"US"
