eventID,occurrenceID,eventDate,verbatimIdentification,occurrenceStatus,basisOfRecord,individualCount,associatedOccurrence,scientficName,taxonRank,kingdom,phylum,class,order,family,genus,scientificNameID
MC751_20090901_RB09GOM188,RB-09-GOM-188_3,2009-09-01,Ampithoidae,present,HumanObservation,1,Lophelia,Ampithoidae,Family,Animalia,Arthropoda,Malacostraca,Amphipoda,Ampithoidae,NA,"urn:lsid:marinespecies.org:taxname:101366, urn:lsid:itis.gov:itis_tsn: 93408"
MC751_20090901_RB09GOM188,RB-09-GOM-188_4,2009-09-01,Apseudidae,present,HumanObservation,1,Lophelia,Apseudidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,NA,"urn:lsid:marinespecies.org:taxname:136153, urn:lsid:itis.gov:itis_tsn: 91163"
MC751_20090901_RB09GOM188,RB-09-GOM-188_5,2009-09-01,Cirratulidae,present,HumanObservation,1,Lophelia,Cirratulidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,"urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116"
MC751_20090901_RB09GOM188,RB-09-GOM-188_6,2009-09-01,Colletteidae,present,HumanObservation,3,Lophelia,Colletteidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,NA,"urn:lsid:marinespecies.org:taxname:237595, urn:lsid:itis.gov:itis_tsn: 621525"
MC751_20090901_RB09GOM188,RB-09-GOM-188_7,2009-09-01,Desmosomatidae,present,HumanObservation,3,Lophelia,Desmosomatidae,Family,Animalia,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,NA,"urn:lsid:marinespecies.org:taxname:118250, urn:lsid:itis.gov:itis_tsn: 92893"
MC751_20090901_RB09GOM188,RB-09-GOM-188_8,2009-09-01,Hesionidae,present,HumanObservation,1,Lophelia,Hesionidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,NA,"urn:lsid:marinespecies.org:taxname:946, urn:lsid:itis.gov:itis_tsn: 65467"
MC751_20090901_RB09GOM188,RB-09-GOM-188_9,2009-09-01,Naididae,present,HumanObservation,1,Lophelia,Naididae,Family,Animalia,Annelida,Clitellata,Tubificida,Naididae,NA,"urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854"
MC751_20090901_RB09GOM188,RB-09-GOM-188_10,2009-09-01,Oweniidae,present,HumanObservation,1,Lophelia,Oweniidae,Family,Animalia,Annelida,Polychaeta,NA,Oweniidae,NA,"urn:lsid:marinespecies.org:taxname:975, urn:lsid:itis.gov:itis_tsn: 67644"
MC751_20090901_RB09GOM188,RB-09-GOM-188_11,2009-09-01,Paraonidae,present,HumanObservation,3,Lophelia,Paraonidae,Family,Animalia,Annelida,Polychaeta,NA,Paraonidae,NA,"urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659"
MC751_20090901_RB09GOM188,RB-09-GOM-188_12,2009-09-01,Phoxocephalidae,present,HumanObservation,2,Lophelia,Phoxocephalidae,Family,Animalia,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,NA,"urn:lsid:marinespecies.org:taxname:101403, urn:lsid:itis.gov:itis_tsn: 94633"
MC751_20090901_RB09GOM188,RB-09-GOM-188_13,2009-09-01,Spionidae,present,HumanObservation,5,Lophelia,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
MC751_20090901_RB09GOM188,RB-09-GOM-188_14,2009-09-01,Syllidae,present,HumanObservation,3,Lophelia,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
MC751_20090901_RB09GOM189,RB-09-GOM-189_1,2009-09-01,Ampeliscidae,present,HumanObservation,2,Lophelia,Ampeliscidae,Family,Animalia,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,NA,"urn:lsid:marinespecies.org:taxname:101364, urn:lsid:itis.gov:itis_tsn: 93320"
MC751_20090901_RB09GOM189,RB-09-GOM-189_2,2009-09-01,Apseudidae,present,HumanObservation,1,Lophelia,Apseudidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,NA,"urn:lsid:marinespecies.org:taxname:136153, urn:lsid:itis.gov:itis_tsn: 91163"
MC751_20090901_RB09GOM189,RB-09-GOM-189_3,2009-09-01,Hesionidae,present,HumanObservation,1,Lophelia,Hesionidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,NA,"urn:lsid:marinespecies.org:taxname:946, urn:lsid:itis.gov:itis_tsn: 65467"
MC751_20090901_RB09GOM189,RB-09-GOM-189_4,2009-09-01,Porifera,present,HumanObservation,1,Lophelia,Porifera,Phylum,Animalia,Porifera,NA,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:558, urn:lsid:itis.gov:itis_tsn: 46861"
MC751_20090901_RB09GOM189,RB-09-GOM-189_5,2009-09-01,Spionidae,present,HumanObservation,4,Lophelia,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
MC751_20090901_RB09GOM189,RB-09-GOM-189_6,2009-09-01,Syllidae,present,HumanObservation,2,Lophelia,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
MC751_20090901_RB09GOM189,RB-09-GOM-189_7,2009-09-01,Trichobranchidae,present,HumanObservation,1,Lophelia,Trichobranchidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Trichobranchidae,NA,"urn:lsid:marinespecies.org:taxname:983, urn:lsid:itis.gov:itis_tsn: 68067"
MC751_20090901_RB09GOM190,RB-09-GOM-190_1,2009-09-01,Ampeliscidae,present,HumanObservation,3,Lophelia,Ampeliscidae,Family,Animalia,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,NA,"urn:lsid:marinespecies.org:taxname:101364, urn:lsid:itis.gov:itis_tsn: 93320"
MC751_20090901_RB09GOM190,RB-09-GOM-190_2,2009-09-01,Cirratulidae,present,HumanObservation,1,Lophelia,Cirratulidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,NA,"urn:lsid:marinespecies.org:taxname:919, urn:lsid:itis.gov:itis_tsn: 67116"
MC751_20090901_RB09GOM191,RB-09-GOM-191_1,2009-09-01,Ampharetidae,present,HumanObservation,1,Lophelia,Ampharetidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,NA,"urn:lsid:marinespecies.org:taxname:981, urn:lsid:itis.gov:itis_tsn: 67718"
MC751_20090901_RB09GOM191,RB-09-GOM-191_2,2009-09-01,Apseudidae,present,HumanObservation,1,Lophelia,Apseudidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,NA,"urn:lsid:marinespecies.org:taxname:136153, urn:lsid:itis.gov:itis_tsn: 91163"
MC751_20090901_RB09GOM191,RB-09-GOM-191_3,2009-09-01,Bivalvia,present,HumanObservation,2,Lophelia,Bivalvia,Class,Animalia,Mollusca,Bivalvia,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:105, urn:lsid:itis.gov:itis_tsn: 79118"
MC751_20090901_RB09GOM191,RB-09-GOM-191_4,2009-09-01,Colletteidae,present,HumanObservation,5,Lophelia,Colletteidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,NA,"urn:lsid:marinespecies.org:taxname:237595, urn:lsid:itis.gov:itis_tsn: 621525"
MC751_20090901_RB09GOM191,RB-09-GOM-191_5,2009-09-01,Cumacea,present,HumanObservation,1,Lophelia,Cumacea,Order,Animalia,Arthropoda,Malacostraca,Cumacea,NA,NA,"urn:lsid:marinespecies.org:taxname:1137, urn:lsid:itis.gov:itis_tsn: 90745"
MC751_20090901_RB09GOM191,RB-09-GOM-191_6,2009-09-01,Desmosomatidae,present,HumanObservation,3,Lophelia,Desmosomatidae,Family,Animalia,Arthropoda,Malacostraca,Isopoda,Desmosomatidae,NA,"urn:lsid:marinespecies.org:taxname:118250, urn:lsid:itis.gov:itis_tsn: 92893"
MC751_20090901_RB09GOM191,RB-09-GOM-191_7,2009-09-01,Hesionidae,present,HumanObservation,1,Lophelia,Hesionidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Hesionidae,NA,"urn:lsid:marinespecies.org:taxname:946, urn:lsid:itis.gov:itis_tsn: 65467"
MC751_20090901_RB09GOM191,RB-09-GOM-191_8,2009-09-01,Nannastacidae,present,HumanObservation,1,Lophelia,Nannastacidae,Family,Animalia,Arthropoda,Malacostraca,Cumacea,Nannastacidae,NA,"urn:lsid:marinespecies.org:taxname:110383, urn:lsid:itis.gov:itis_tsn: 90963"
MC751_20090901_RB09GOM191,RB-09-GOM-191_9,2009-09-01,Nototanaidae,present,HumanObservation,1,Lophelia,Nototanaidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Nototanaidae,NA,"urn:lsid:marinespecies.org:taxname:136161, urn:lsid:itis.gov:itis_tsn: 91699"
MC751_20090901_RB09GOM191,RB-09-GOM-191_10,2009-09-01,Paraonidae,present,HumanObservation,5,Lophelia,Paraonidae,Family,Animalia,Annelida,Polychaeta,NA,Paraonidae,NA,"urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659"
MC751_20090901_RB09GOM191,RB-09-GOM-191_11,2009-09-01,Sabellidae,present,HumanObservation,1,Lophelia,Sabellidae,Family,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,NA,"urn:lsid:marinespecies.org:taxname:985, urn:lsid:itis.gov:itis_tsn: 68076"
MC751_20090901_RB09GOM191,RB-09-GOM-191_12,2009-09-01,Spionidae,present,HumanObservation,6,Lophelia,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
MC751_20090901_RB09GOM191,RB-09-GOM-191_13,2009-09-01,Syllidae,present,HumanObservation,3,Lophelia,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
MC751_20090901_RB09GOM191,RB-09-GOM-191_14,2009-09-01,Terebellidae,present,HumanObservation,1,Lophelia,Terebellidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,NA,"urn:lsid:marinespecies.org:taxname:982, urn:lsid:itis.gov:itis_tsn: 67899"
MC751_20090901_RB09GOM191,RB-09-GOM-191_15,2009-09-01,Typhlotanaidae,present,HumanObservation,1,Lophelia,Typhlotanaidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Typhlotanaidae,NA,"urn:lsid:marinespecies.org:taxname:136165, urn:lsid:itis.gov:itis_tsn: 621458"
MC751_20090901_RB09GOM192,RB-09-GOM-192_1,2009-09-01,Ampeliscidae,present,HumanObservation,1,Lophelia,Ampeliscidae,Family,Animalia,Arthropoda,Malacostraca,Amphipoda,Ampeliscidae,NA,"urn:lsid:marinespecies.org:taxname:101364, urn:lsid:itis.gov:itis_tsn: 93320"
MC751_20090901_RB09GOM192,RB-09-GOM-192_2,2009-09-01,Halacaridae,present,HumanObservation,1,Lophelia,Halacaridae,Family,Animalia,Arthropoda,Arachnida,Trombidiformes,Halacaridae,NA,"urn:lsid:marinespecies.org:taxname:1484, urn:lsid:itis.gov:itis_tsn: 82771"
MC751_20090901_RB09GOM192,RB-09-GOM-192_3,2009-09-01,Onuphidae,present,HumanObservation,1,Lophelia,Onuphidae,Family,Animalia,Annelida,Polychaeta,Eunicida,Onuphidae,NA,"urn:lsid:marinespecies.org:taxname:965, urn:lsid:itis.gov:itis_tsn: 66157"
MC751_20090901_RB09GOM192,RB-09-GOM-192_4,2009-09-01,Pilargidae,present,HumanObservation,1,Lophelia,Pilargidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,NA,"urn:lsid:marinespecies.org:taxname:15009, urn:lsid:itis.gov:itis_tsn: 65540"
MC751_20090901_RB09GOM192,RB-09-GOM-192_5,2009-09-01,Spionidae,present,HumanObservation,3,Lophelia,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
MC751_20090901_RB09GOM192,RB-09-GOM-192_6,2009-09-01,Syllidae,present,HumanObservation,1,Lophelia,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
MC751_20090901_RB09GOM193,RB-09-GOM-193_1,2009-09-01,Halacaridae,present,HumanObservation,1,Lophelia,Halacaridae,Family,Animalia,Arthropoda,Arachnida,Trombidiformes,Halacaridae,NA,"urn:lsid:marinespecies.org:taxname:1484, urn:lsid:itis.gov:itis_tsn: 82771"
MC751_20090901_RB09GOM193,RB-09-GOM-193_2,2009-09-01,Pilargidae,present,HumanObservation,2,Lophelia,Pilargidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Pilargidae,NA,"urn:lsid:marinespecies.org:taxname:15009, urn:lsid:itis.gov:itis_tsn: 65540"
VK906_20090902_RB09GOM200,RB-09-GOM-200_1,2009-09-02,Ampharetidae,present,HumanObservation,3,Lophelia,Ampharetidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,NA,"urn:lsid:marinespecies.org:taxname:981, urn:lsid:itis.gov:itis_tsn: 67718"
VK906_20090902_RB09GOM200,RB-09-GOM-200_2,2009-09-02,Bivalvia,present,HumanObservation,2,Lophelia,Bivalvia,Class,Animalia,Mollusca,Bivalvia,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:105, urn:lsid:itis.gov:itis_tsn: 79118"
VK906_20090902_RB09GOM200,RB-09-GOM-200_3,2009-09-02,Fauveliopsidae,present,HumanObservation,4,Lophelia,Fauveliopsidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Fauveliopsidae,NA,"urn:lsid:marinespecies.org:taxname:978, urn:lsid:itis.gov:itis_tsn: 67298"
VK906_20090902_RB09GOM200,RB-09-GOM-200_4,2009-09-02,Gastropoda,present,HumanObservation,3,Lophelia,Gastropoda,Class,Animalia,Mollusca,Gastropoda,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:101, urn:lsid:itis.gov:itis_tsn: 69459"
VK906_20090902_RB09GOM200,RB-09-GOM-200_5,2009-09-02,Naididae,present,HumanObservation,3,Lophelia,Naididae,Family,Animalia,Annelida,Clitellata,Tubificida,Naididae,NA,"urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854"
VK906_20090902_RB09GOM200,RB-09-GOM-200_6,2009-09-02,Orbiniidae,present,HumanObservation,2,Lophelia,Orbiniidae,Family,Animalia,Annelida,Polychaeta,NA,Orbiniidae,NA,"urn:lsid:marinespecies.org:taxname:902, urn:lsid:itis.gov:itis_tsn: 66570"
VK906_20090902_RB09GOM200,RB-09-GOM-200_7,2009-09-02,Oweniidae,present,HumanObservation,7,Lophelia,Oweniidae,Family,Animalia,Annelida,Polychaeta,NA,Oweniidae,NA,"urn:lsid:marinespecies.org:taxname:975, urn:lsid:itis.gov:itis_tsn: 67644"
VK906_20090902_RB09GOM200,RB-09-GOM-200_8,2009-09-02,Paraonidae,present,HumanObservation,2,Lophelia,Paraonidae,Family,Animalia,Annelida,Polychaeta,NA,Paraonidae,NA,"urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659"
VK906_20090902_RB09GOM200,RB-09-GOM-200_9,2009-09-02,Porifera,present,HumanObservation,1,Lophelia,Porifera,Phylum,Animalia,Porifera,NA,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:558, urn:lsid:itis.gov:itis_tsn: 46861"
VK906_20090902_RB09GOM200,RB-09-GOM-200_10,2009-09-02,Pseudotanaidae,present,HumanObservation,1,Lophelia,Pseudotanaidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Pseudotanaidae,NA,"urn:lsid:marinespecies.org:taxname:136163, urn:lsid:itis.gov:itis_tsn: 91695"
VK906_20090902_RB09GOM200,RB-09-GOM-200_11,2009-09-02,Sabellidae,present,HumanObservation,2,Lophelia,Sabellidae,Family,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,NA,"urn:lsid:marinespecies.org:taxname:985, urn:lsid:itis.gov:itis_tsn: 68076"
VK906_20090902_RB09GOM200,RB-09-GOM-200_12,2009-09-02,Spionidae,present,HumanObservation,2,Lophelia,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
VK906_20090902_RB09GOM200,RB-09-GOM-200_13,2009-09-02,Syllidae,present,HumanObservation,1,Lophelia,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
VK906_20090902_RB09GOM201,RB-09-GOM-201_1,2009-09-02,Bivalvia,present,HumanObservation,4,Lophelia,Bivalvia,Class,Animalia,Mollusca,Bivalvia,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:105, urn:lsid:itis.gov:itis_tsn: 79118"
VK906_20090902_RB09GOM201,RB-09-GOM-201_2,2009-09-02,Maldanidae,present,HumanObservation,1,Lophelia,Maldanidae,Family,Animalia,Annelida,Polychaeta,NA,Maldanidae,NA,"urn:lsid:marinespecies.org:taxname:923, urn:lsid:itis.gov:itis_tsn: 67515"
VK906_20090902_RB09GOM201,RB-09-GOM-201_3,2009-09-02,Naididae,present,HumanObservation,10,Lophelia,Naididae,Family,Animalia,Annelida,Clitellata,Tubificida,Naididae,NA,"urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854"
VK906_20090902_RB09GOM201,RB-09-GOM-201_4,2009-09-02,Orbiniidae,present,HumanObservation,2,Lophelia,Orbiniidae,Family,Animalia,Annelida,Polychaeta,NA,Orbiniidae,NA,"urn:lsid:marinespecies.org:taxname:902, urn:lsid:itis.gov:itis_tsn: 66570"
VK906_20090902_RB09GOM201,RB-09-GOM-201_5,2009-09-02,Oweniidae,present,HumanObservation,6,Lophelia,Oweniidae,Family,Animalia,Annelida,Polychaeta,NA,Oweniidae,NA,"urn:lsid:marinespecies.org:taxname:975, urn:lsid:itis.gov:itis_tsn: 67644"
VK906_20090902_RB09GOM201,RB-09-GOM-201_6,2009-09-02,Sabellidae,present,HumanObservation,1,Lophelia,Sabellidae,Family,Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,NA,"urn:lsid:marinespecies.org:taxname:985, urn:lsid:itis.gov:itis_tsn: 68076"
VK906_20090902_RB09GOM201,RB-09-GOM-201_7,2009-09-02,Serpulidae,present,HumanObservation,1,Lophelia,Serpulidae,Family,Animalia,Annelida,Polychaeta,Sabellida,Serpulidae,NA,"urn:lsid:marinespecies.org:taxname:988, urn:lsid:itis.gov:itis_tsn: 68232"
VK906_20090902_RB09GOM201,RB-09-GOM-201_8,2009-09-02,Spionidae,present,HumanObservation,3,Lophelia,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
VK906_20090902_RB09GOM201,RB-09-GOM-201_9,2009-09-02,Syllidae,present,HumanObservation,1,Lophelia,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
VK906_20090902_RB09GOM202,RB-09-GOM-202_1,2009-09-02,Bivalvia,present,HumanObservation,2,Lophelia,Bivalvia,Class,Animalia,Mollusca,Bivalvia,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:105, urn:lsid:itis.gov:itis_tsn: 79118"
VK906_20090902_RB09GOM202,RB-09-GOM-202_2,2009-09-02,Gastropoda,present,HumanObservation,1,Lophelia,Gastropoda,Class,Animalia,Mollusca,Gastropoda,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:101, urn:lsid:itis.gov:itis_tsn: 69459"
VK906_20090902_RB09GOM202,RB-09-GOM-202_3,2009-09-02,Glyceridae,present,HumanObservation,1,Lophelia,Glyceridae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Glyceridae,NA,"urn:lsid:marinespecies.org:taxname:952, urn:lsid:itis.gov:itis_tsn: 66101"
VK906_20090902_RB09GOM202,RB-09-GOM-202_4,2009-09-02,Leptocheliidae,present,HumanObservation,1,Lophelia,Leptocheliidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Leptocheliidae,NA,"urn:lsid:marinespecies.org:taxname:136160, urn:lsid:itis.gov:itis_tsn: 91554"
VK906_20090902_RB09GOM202,RB-09-GOM-202_5,2009-09-02,Naididae,present,HumanObservation,1,Lophelia,Naididae,Family,Animalia,Annelida,Clitellata,Tubificida,Naididae,NA,"urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854"
VK906_20090902_RB09GOM202,RB-09-GOM-202_6,2009-09-02,Orbiniidae,present,HumanObservation,1,Lophelia,Orbiniidae,Family,Animalia,Annelida,Polychaeta,NA,Orbiniidae,NA,"urn:lsid:marinespecies.org:taxname:902, urn:lsid:itis.gov:itis_tsn: 66570"
VK906_20090902_RB09GOM203,RB-09-GOM-203_1,2009-09-02,Ampharetidae,present,HumanObservation,1,Lophelia,Ampharetidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,NA,"urn:lsid:marinespecies.org:taxname:981, urn:lsid:itis.gov:itis_tsn: 67718"
VK906_20090902_RB09GOM203,RB-09-GOM-203_2,2009-09-02,Armaturatanais,present,HumanObservation,1,Lophelia,Armaturatanais,Genus,Animalia,Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Armaturatanais,"urn:lsid:marinespecies.org:taxname:246898, urn:lsid:itis.gov:itis_tsn: NA"
VK906_20090902_RB09GOM203,RB-09-GOM-203_3,2009-09-02,Bivalvia,present,HumanObservation,7,Lophelia,Bivalvia,Class,Animalia,Mollusca,Bivalvia,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:105, urn:lsid:itis.gov:itis_tsn: 79118"
VK906_20090902_RB09GOM203,RB-09-GOM-203_4,2009-09-02,Bryozoa,present,HumanObservation,1,Lophelia,Bryozoa,Phylum,Animalia,Bryozoa,NA,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:146142, urn:lsid:itis.gov:itis_tsn: 155469"
VK906_20090902_RB09GOM203,RB-09-GOM-203_5,2009-09-02,Capitellidae,present,HumanObservation,1,Lophelia,Capitellidae,Family,Animalia,Annelida,Polychaeta,NA,Capitellidae,NA,"urn:lsid:marinespecies.org:taxname:921, urn:lsid:itis.gov:itis_tsn: 67413"
VK906_20090902_RB09GOM203,RB-09-GOM-203_6,2009-09-02,Eunicidae,present,HumanObservation,1,Lophelia,Eunicidae,Family,Animalia,Annelida,Polychaeta,Eunicida,Eunicidae,NA,"urn:lsid:marinespecies.org:taxname:966, urn:lsid:itis.gov:itis_tsn: 66260"
VK906_20090902_RB09GOM203,RB-09-GOM-203_7,2009-09-02,Gastropoda,present,HumanObservation,5,Lophelia,Gastropoda,Class,Animalia,Mollusca,Gastropoda,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:101, urn:lsid:itis.gov:itis_tsn: 69459"
VK906_20090902_RB09GOM203,RB-09-GOM-203_8,2009-09-02,Leptocheliidae,present,HumanObservation,5,Lophelia,Leptocheliidae,Family,Animalia,Arthropoda,Malacostraca,Tanaidacea,Leptocheliidae,NA,"urn:lsid:marinespecies.org:taxname:136160, urn:lsid:itis.gov:itis_tsn: 91554"
VK906_20090902_RB09GOM203,RB-09-GOM-203_9,2009-09-02,Lumbrineridae,present,HumanObservation,1,Lophelia,Lumbrineridae,Family,Animalia,Annelida,Polychaeta,Eunicida,Lumbrineridae,NA,"urn:lsid:marinespecies.org:taxname:967, urn:lsid:itis.gov:itis_tsn: 66335"
VK906_20090902_RB09GOM203,RB-09-GOM-203_10,2009-09-02,Munnopsidae,present,HumanObservation,1,Lophelia,Munnopsidae,Family,Animalia,Arthropoda,Malacostraca,Isopoda,Munnopsidae,NA,"urn:lsid:marinespecies.org:taxname:118264, urn:lsid:itis.gov:itis_tsn: 92999"
VK906_20090902_RB09GOM203,RB-09-GOM-203_11,2009-09-02,Mysidae,present,HumanObservation,1,Lophelia,Mysidae,Family,Animalia,Arthropoda,Malacostraca,Mysida,Mysidae,NA,"urn:lsid:marinespecies.org:taxname:119822, urn:lsid:itis.gov:itis_tsn: 89856"
VK906_20090902_RB09GOM203,RB-09-GOM-203_12,2009-09-02,Naididae,present,HumanObservation,8,Lophelia,Naididae,Family,Animalia,Annelida,Clitellata,Tubificida,Naididae,NA,"urn:lsid:marinespecies.org:taxname:2039, urn:lsid:itis.gov:itis_tsn: 68854"
VK906_20090902_RB09GOM203,RB-09-GOM-203_13,2009-09-02,Orbiniidae,present,HumanObservation,2,Lophelia,Orbiniidae,Family,Animalia,Annelida,Polychaeta,NA,Orbiniidae,NA,"urn:lsid:marinespecies.org:taxname:902, urn:lsid:itis.gov:itis_tsn: 66570"
VK906_20090902_RB09GOM203,RB-09-GOM-203_14,2009-09-02,Oweniidae,present,HumanObservation,6,Lophelia,Oweniidae,Family,Animalia,Annelida,Polychaeta,NA,Oweniidae,NA,"urn:lsid:marinespecies.org:taxname:975, urn:lsid:itis.gov:itis_tsn: 67644"
VK906_20090902_RB09GOM203,RB-09-GOM-203_15,2009-09-02,Paraonidae,present,HumanObservation,1,Lophelia,Paraonidae,Family,Animalia,Annelida,Polychaeta,NA,Paraonidae,NA,"urn:lsid:marinespecies.org:taxname:903, urn:lsid:itis.gov:itis_tsn: 66659"
VK906_20090902_RB09GOM203,RB-09-GOM-203_16,2009-09-02,Podoceridae,present,HumanObservation,1,Lophelia,Podoceridae,Family,Animalia,Arthropoda,Malacostraca,Amphipoda,Podoceridae,NA,"urn:lsid:marinespecies.org:taxname:101405, urn:lsid:itis.gov:itis_tsn: 94820"
VK906_20090902_RB09GOM203,RB-09-GOM-203_17,2009-09-02,Porifera,present,HumanObservation,1,Lophelia,Porifera,Phylum,Animalia,Porifera,NA,NA,NA,NA,"urn:lsid:marinespecies.org:taxname:558, urn:lsid:itis.gov:itis_tsn: 46861"
VK906_20090902_RB09GOM203,RB-09-GOM-203_18,2009-09-02,Spionidae,present,HumanObservation,4,Lophelia,Spionidae,Family,Animalia,Annelida,Polychaeta,Spionida,Spionidae,NA,"urn:lsid:marinespecies.org:taxname:913, urn:lsid:itis.gov:itis_tsn: 66781"
VK906_20090902_RB09GOM203,RB-09-GOM-203_19,2009-09-02,Syllidae,present,HumanObservation,2,Lophelia,Syllidae,Family,Animalia,Annelida,Polychaeta,Phyllodocida,Syllidae,NA,"urn:lsid:marinespecies.org:taxname:948, urn:lsid:itis.gov:itis_tsn: 65587"
VK906_20090902_RB09GOM204,RB-09-GOM-204_1,2009-09-02,Ampharetidae,present,HumanObservation,1,Lophelia,Ampharetidae,Family,Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,NA,"urn:lsid:marinespecies.org:taxname:981, urn:lsid:itis.gov:itis_tsn: 67718"
